,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_sw,iq_ndvi_se,iq_ndvi_sw,iq_ndvi_ne,iq_ndvi_nw,sj_ndvi_se,iq_station_precip_mm,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_min_temp_c,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_station_max_temp_c,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm
2006-10-01,,,,,,,0.2372390697644273,0.1945429,63.0,134.64,44.62,82.8457142857,134.64,17.2542857143,11.2857142857,28.5666666667,12.4,22.0,301.344285714,301.535714286,296.898571429,304.2,299.0,299.38142857099996,300.685714286,295.738571429,308.6,294.3,35.2,27.63,18.86,76.9528571429,27.63,18.3985714286,3.61428571429,28.9571428571,6.28571428571,32.8,25.0,6.2
2006-10-08,,,,,,,0.2372390697644273,0.1755,68.9,60.48,24.8,80.49,60.48,16.7385714286,12.7857142857,28.7,14.5,21.1,301.474285714,301.69285714299997,296.547142857,303.7,299.6,299.465714286,300.435714286,295.16,310.3,292.0,35.9,12.22,14.1,74.7328571429,12.22,18.0014285714,3.0714285714300003,28.8571428571,7.385714285710001,33.9,24.4,7.3
2006-10-15,,,,,,,0.2372390697644273,0.2367333,162.6,41.69,29.5,86.8528571429,41.69,18.4471428571,12.0571428571,28.06,10.1,22.1,301.397142857,301.428571429,296.76428571400004,303.2,299.2,299.345714286,301.028571429,296.75142857099996,309.5,293.8,33.7,44.38,20.4,76.0071428571,44.38,18.2628571429,2.54285714286,28.7,7.214285714289999,33.3,23.9,28.0
2006-10-22,,,,,,,0.2372390697644273,0.07027143,8.1,103.77,55.5,90.37857142860001,103.77,19.595714285699998,8.57142857143,28.6,10.1,22.8,300.755714286,300.771428571,296.844285714,302.9,298.6,299.648571429,301.01428571400004,297.76428571400004,308.1,295.7,35.4,64.15,37.0,79.41428571430001,64.15,18.3942857143,3.02857142857,28.3571428571,7.52857142857,33.3,23.9,140.8
2006-10-29,,,,,,,0.2372390697644273,0.1736714,143.3,55.94,54.8,89.7,55.94,18.3114285714,9.34285714286,27.56,10.42,19.8,300.682857143,300.828571429,296.877142857,302.9,299.0,298.794285714,300.414285714,296.661428571,308.3,294.0,33.8,95.43,27.2,79.93,95.43,18.46,3.08571428571,28.1142857143,7.014285714289999,32.8,23.3,65.8
2006-11-05,,,,,,,0.2372390697644273,0.15661429999999998,14.0,67.5,42.73,82.9342857143,67.5,18.63,11.614285714300001,28.8333333333,11.2666666667,22.0,300.935714286,301.028571429,297.36571428599996,303.4,299.3,300.467142857,301.87857142900003,296.88285714299997,309.8,295.1,35.7,15.91,54.12,81.08571428569999,15.91,18.9471428571,2.77142857143,28.5,5.77142857143,32.2,25.0,38.0
2006-11-12,,,,,,,0.2372390697644273,0.2153167,108.7,80.25,68.0,92.0885714286,80.25,19.731428571400002,8.2,28.25,9.55,22.4,300.88,300.992857143,296.164285714,302.8,299.2,299.432857143,300.914285714,297.852857143,307.8,295.3,33.9,6.61,8.2,75.5685714286,6.61,17.6171428571,2.58571428571,27.985714285700002,6.12857142857,31.7,24.4,18.0
2006-11-19,,,,,,,0.2372390697644273,0.16581429999999994,85.6,86.65,87.2,94.44,86.65,17.7914285714,7.357142857139999,27.6,10.1666666667,21.8,300.412857143,300.564285714,295.062857143,302.8,298.5,297.29571428599996,298.435714286,296.201428571,304.5,293.5,33.2,21.29,13.2,72.6842857143,21.29,16.4642857143,2.47142857143,27.1857142857,6.62857142857,31.7,23.3,18.5
2006-11-26,,,,,,,0.2372390697644273,0.1773286,205.3,43.59,61.43,94.30285714290001,43.59,18.6385714286,7.37142857143,27.0,9.0,22.5,299.328571429,299.48571428599996,294.655714286,302.4,296.5,298.098571429,299.55714285700003,296.961428571,307.3,294.7,32.3,57.01,26.82,75.6,57.01,16.08,3.25714285714,27.0428571429,7.15714285714,32.8,22.8,0.8
2006-12-03,,,,,,,0.2372390697644273,0.08832857,115.1,75.33,61.28,89.55,75.33,18.744285714300002,10.7571428571,27.9,9.03333333333,22.9,300.342857143,300.407142857,295.91571428599997,302.2,298.4,299.197142857,300.935714286,296.988571429,309.1,294.0,34.9,51.3,14.56,76.8285714286,51.3,17.345714285699998,2.9,27.4142857143,7.4,32.2,22.2,88.7
2006-12-10,,,,,,,0.2372390697644273,0.2320286,10.9,99.89,95.02,96.7957142857,99.89,19.4257142857,6.914285714289999,28.4,8.8,23.2,299.495714286,299.464285714,294.57428571400004,300.8,297.5,298.202857143,299.2,297.608571429,304.6,294.6,33.7,25.02,42.55,74.4314285714,25.02,15.97,2.01428571429,25.9428571429,5.77142857143,29.4,22.2,68.0
2006-12-17,,,,,,,0.2372390697644273,0.1784571,10.9,157.75,63.0,95.8757142857,157.75,19.1114285714,6.4,25.529619474554153,4.90850165879597,24.324462805729688,299.63,299.73571428599996,295.591428571,301.3,298.2,298.158571429,299.071428571,297.351428571,304.4,294.2,33.8,0.0,18.4,78.6385714286,0.0,16.9871428571,2.1,26.528571428600006,5.94285714286,30.0,22.8,6.9
2006-12-24,,,,,,,0.2372390697644273,0.10776,10.9,111.48,80.2,95.0785714286,111.48,18.358571428599998,6.54285714286,16.3184778982166,-6.032660031496135,23.5,299.302857143,299.471428571,294.551428571,300.8,297.7,297.68,298.98571428599996,296.72571428599997,306.7,294.3,32.9,0.0,14.5,75.24,0.0,15.9171428571,1.97142857143,25.9285714286,6.17142857143,30.0,22.2,26.9
2007-01-01,,,,,,,0.2372390697644273,0.1484429,133.4,79.94,88.9,95.9271428571,79.94,18.1442857143,7.414285714289999,26.6,7.95,21.5,298.667142857,298.892857143,294.232857143,300.2,297.6,297.288571429,298.207142857,296.517142857,306.3,293.2,31.9,0.0,12.4,76.5285714286,0.0,15.5957142857,1.87142857143,25.3571428571,4.985714285709999,28.3,21.7,21.7
2007-01-08,,,,,,,0.2372390697644273,0.1851571,61.5,37.06,144.59,96.23857142860001,37.06,17.9628571429,6.72857142857,26.825,7.725,22.9,298.567142857,298.685714286,293.76,300.3,296.7,297.104285714,298.578571429,296.388571429,304.6,294.6,31.7,0.0,16.3,74.8114285714,0.0,15.1157142857,2.11428571429,25.0857142857,6.55714285714,29.4,21.1,14.8
2007-01-15,,,,,,,0.2372390697644273,0.0963,178.0,126.89,52.2,94.6471428571,126.89,17.9757142857,7.04285714286,27.775,9.55,22.2,298.217142857,298.321428571,294.015714286,300.6,295.9,297.387142857,298.435714286,296.388571429,305.5,293.3,33.4,63.41,60.49,77.6471428571,63.41,15.3685714286,3.04285714286,24.971428571399997,6.18571428571,28.3,20.6,21.4
2007-01-22,,,,,,,0.2372390697644273,0.2486833,149.9,95.47,180.99,96.99714285709999,95.47,18.6885714286,5.52857142857,27.7,9.12,22.0,298.20428571400004,298.328571429,293.214285714,299.5,296.6,297.614285714,298.45,297.025714286,303.7,294.9,33.6,0.0,9.33,73.80428571430001,0.0,14.614285714300001,1.97142857143,25.0,5.71428571429,28.3,21.1,16.8
2007-01-29,,,,,,,0.2372390697644273,0.1046857,60.3,83.7,65.1,93.13571428569999,83.7,18.4142857143,9.0,27.725,10.3,22.3,297.945714286,298.221428571,292.697142857,301.3,295.5,298.14428571400003,299.614285714,296.77428571400003,307.8,294.3,35.0,0.0,0.0,72.76,0.0,14.1628571429,3.78571428571,25.0857142857,7.77142857143,30.6,20.6,0.0
2007-02-05,,,,,,,0.2372390697644273,0.2048429,9.9,61.8,11.7,87.53,61.8,17.3228571429,10.714285714299999,28.6,10.9,22.4,298.548571429,298.792857143,293.738571429,300.4,296.7,298.33,299.685714286,295.77,309.7,293.4,35.4,0.0,0.6,74.8,0.0,15.1028571429,2.5,25.6,7.05714285714,30.0,21.1,3.3
2007-02-12,,,,,,,0.2372390697644273,0.2439429,61.3,14.19,2.1,75.80428571430001,14.19,15.6857142857,11.228571428599999,28.85,13.0333333333,21.4,298.444285714,298.585714286,293.827142857,301.4,295.8,299.171428571,300.285714286,294.15,308.7,291.4,36.7,0.0,1.2,75.7542857143,0.0,15.184285714300001,3.45714285714,26.157142857100002,7.6,32.2,21.1,0.3
2007-02-19,,,,,,,0.2372390697644273,0.1901429,0.0,25.7,11.55,72.44571428569999,25.7,15.918571428599998,13.1857142857,28.74,13.36,21.2,298.71,298.892857143,293.69,301.2,295.7,300.565714286,302.178571429,294.16571428599997,310.2,294.4,36.2,0.0,6.73,73.9328571429,0.0,15.091428571400002,3.4428571428600003,26.4142857143,8.485714285710001,31.1,21.7,1.5
2007-02-26,,,,,,,0.2372390697644273,0.006183333,28.0,55.56,35.33,78.58571428569999,55.56,16.02,11.5571428571,28.56,13.34,20.4,298.315714286,298.51428571400004,294.20428571400004,301.0,296.2,299.05857142900004,300.635714286,294.29,309.2,291.5,35.8,0.0,23.12,78.1257142857,0.0,15.5614285714,2.88571428571,25.6285714286,7.0,31.7,21.1,22.9
2007-03-05,,,,,,,0.2372390697644273,0.1837,205.3,117.07,227.25,94.34857142860001,117.07,17.911428571400002,7.37142857143,27.3,9.9,21.9,299.114285714,299.25,294.328571429,301.5,296.9,297.45,298.714285714,296.317142857,305.8,293.4,33.0,0.0,3.7,75.0142857143,0.0,15.697142857100001,3.0714285714300003,26.5571428571,7.67142857143,32.2,22.2,8.4
2007-03-12,,,,,,,0.2372390697644273,0.16475710000000002,138.0,55.47,51.3,96.52285714290001,55.47,17.8814285714,6.11428571429,28.0,10.1,21.7,299.015714286,299.335714286,294.02,301.0,296.6,296.951428571,298.1,296.301428571,303.8,293.8,33.1,0.0,1.5,74.02571428569999,0.0,15.382857142899999,2.98571428571,26.714285714299997,8.04285714286,31.7,21.7,0.3
2007-03-19,,,,,,,0.2372390697644273,0.1626714,252.7,150.33,59.2,90.8585714286,150.33,17.47,8.17142857143,27.0,10.65,21.7,298.452857143,298.657142857,293.77,301.8,296.8,297.684285714,298.728571429,295.89,305.4,292.6,33.9,9.12,5.1,75.4385714286,9.12,15.1671428571,2.62857142857,26.8571428571,7.54285714286,32.8,22.2,0.5
2007-03-26,,,,,,,0.2372390697644273,0.0701,66.1,93.14,58.4,93.58571428569999,93.14,18.2142857143,8.24285714286,28.25,9.6,21.5,298.755714286,298.85,294.375714286,300.9,297.1,297.835714286,299.15,296.56,307.2,292.8,34.6,33.72,25.2,76.7842857143,33.72,15.7414285714,2.52857142857,27.1285714286,7.8,33.3,22.8,7.6
2007-04-02,,,,,,,0.2372390697644273,0.1870571,94.3,97.04,238.2,95.82,97.04,18.5942857143,6.61428571429,27.2666666667,8.833333333330001,22.6,297.777142857,297.864285714,293.27,299.9,296.5,297.717142857,298.80714285700003,296.921428571,305.5,294.3,34.0,90.68,36.3,76.2142857143,90.68,14.7728571429,2.0714285714300003,25.6,6.0142857142900015,30.0,21.7,40.2
2007-04-09,,,,,,,0.23723906976442732,0.2062167,60.4,98.94,147.57,95.52714285709999,98.94,18.3285714286,6.72857142857,27.85,8.85,21.3,298.552857143,298.69285714299997,293.38428571400004,301.2,295.9,297.555714286,298.592857143,296.68857142900004,304.1,292.4,34.4,13.09,1.2,73.30142857140001,13.09,14.908571428599998,3.0714285714300003,26.3857142857,7.62857142857,32.8,20.6,3.3
2007-04-16,,,,,,,0.23723906976442732,0.1083571,97.1,93.62,46.45,94.7214285714,93.62,17.551428571400002,7.52857142857,27.4,9.5,22.1,299.335714286,299.55714285700003,294.507142857,301.7,297.6,297.031428571,298.092857143,296.01428571400004,304.8,292.0,33.5,0.0,2.22,74.8328571429,0.0,15.854285714300001,3.0,27.728571428600002,8.014285714289999,33.3,22.8,1.8
2007-04-23,,,,,,,0.23723906976442732,0.09744286,261.7,157.86,62.3,95.52571428569999,157.86,18.1042857143,7.3,27.0333333333,7.766666666669999,22.0,299.022857143,299.25,295.491428571,302.8,296.9,297.342857143,298.278571429,296.50285714299997,304.9,292.9,34.1,69.7,63.1,81.1128571429,69.7,16.907142857100002,3.35714285714,26.8714285714,7.42857142857,34.4,21.7,163.1
2007-04-30,,,,,,,0.23723906976442732,0.13938570000000006,118.2,103.39,47.24,93.47,103.39,17.5171428571,7.37142857143,27.85,9.75,21.0,298.775714286,298.87857142900003,295.468571429,301.0,296.6,297.22571428599997,298.071428571,295.94285714299997,304.7,293.6,33.0,93.03,63.81,82.08428571430001,93.03,16.817142857100002,2.2142857142900003,26.214285714299997,5.47142857143,30.0,22.2,79.8
2007-05-07,,,,,,,0.23723906976442732,0.14292860000000002,38.1,89.15,56.1,95.0371428571,89.15,17.6114285714,9.35714285714,28.1,9.2,21.5,299.467142857,299.51428571400004,295.54,301.8,297.6,296.905714286,298.221428571,295.994285714,306.6,291.7,33.5,9.83,40.3,79.19428571430001,9.83,16.9471428571,2.77142857143,27.3285714286,6.77142857143,31.7,23.3,20.5
2007-05-14,,,,,,,0.23723906976442732,0.2544143,191.4,45.23,86.9,91.83285714290001,45.23,15.648571428599999,8.31428571429,28.1,8.7,19.0,300.66,300.842857143,296.17571428599996,303.1,298.8,295.595714286,296.5,294.012857143,304.4,290.7,32.5,6.8,8.4,76.76,6.8,17.608571428599998,3.17142857143,29.0,7.67142857143,33.3,24.4,0.3
2007-05-21,,,,,,,0.23723906976442732,0.06742857,86.6,64.11,65.6,94.8528571429,64.11,17.7185714286,8.95714285714,28.25,10.55,21.7,300.69285714299997,300.85,295.614285714,302.7,298.7,297.232857143,298.707142857,296.168571429,307.3,292.5,33.8,6.2,2.2,73.9814285714,6.2,17.005714285699998,3.0714285714300003,28.7571428571,8.02857142857,33.3,23.9,0.5
2007-05-28,,,,,,,0.23723906976442732,0.1275429,61.8,76.68,29.1,89.28,76.68,15.74,10.2,24.7,10.633333333300001,17.5,300.461428571,300.721428571,295.85,303.3,298.3,296.178571429,297.185714286,294.038571429,306.8,286.9,32.8,45.7,24.9,76.0228571429,45.7,17.2571428571,3.55714285714,28.4571428571,7.05714285714,32.8,23.9,17.0
2007-06-04,,,,,,,0.23723906976442732,0.1468429,0.5,39.11,33.48,91.72,39.11,16.7271428571,9.0,26.5,9.7,20.4,300.961428571,301.171428571,296.107142857,303.3,298.9,296.861428571,298.242857143,295.23,305.2,292.1,31.3,85.81,17.74,74.9628571429,85.81,17.5071428571,3.42857142857,29.2,7.4,33.9,23.3,33.3
2007-06-11,,,,,,,0.23723906976442732,0.1035571,12.9,54.78,30.9,91.45857142860001,54.78,16.3885714286,9.91428571429,26.6,9.65,20.7,300.55,300.564285714,295.97571428599997,302.9,298.4,296.65,298.171428571,294.928571429,304.8,290.3,32.6,62.42,25.3,76.1628571429,62.42,17.37,2.38571428571,28.5428571429,7.214285714289999,34.4,23.9,47.6
2007-06-18,,,,,,,0.23723906976442732,0.1976143,126.0,78.83,70.3,94.0657142857,78.83,16.4228571429,6.885714285710001,25.9666666667,7.6,21.2,301.145714286,301.37142857099997,296.085714286,303.6,298.9,296.11857142900004,297.385714286,294.971428571,304.4,292.8,32.0,15.76,4.2,74.16,15.76,17.4885714286,2.97142857143,29.014285714299998,7.5,33.9,24.4,4.3
2007-06-25,,,,,,,0.23723906976442732,0.2273429,10.2,11.41,22.8,92.6714285714,11.41,16.6314285714,8.77142857143,26.5666666667,8.63333333333,20.7,301.097142857,301.30714285700003,296.54,303.7,299.3,296.571428571,298.01428571400004,295.178571429,305.0,292.7,31.7,46.08,9.7,76.3285714286,46.08,17.9471428571,2.67142857143,29.271428571399998,6.54285714286,33.9,25.0,1.5
2007-07-02,,,,,,,0.23723906976442732,0.22295,10.2,1.59,1.4,78.0742857143,1.59,13.8042857143,12.228571428599999,25.9,10.5666666667,19.6,301.015714286,301.107142857,296.155714286,303.2,299.1,296.828571429,298.114285714,292.17714285700004,305.8,290.2,32.0,19.09,20.5,74.9214285714,19.09,17.5128571429,3.1,28.842857142899998,6.67142857143,33.3,24.4,17.3
2007-07-09,,,,,,,0.23723906976442732,0.16221670000000002,54.1,18.78,13.04,83.3871428571,18.78,15.4157142857,10.871428571400001,26.75,10.375,19.9,300.971428571,301.0,296.17714285700004,303.0,298.7,297.385714286,299.007142857,293.93142857099997,306.9,290.7,32.7,1.13,11.56,75.24142857140001,1.13,17.5614285714,2.8,28.8714285714,6.72857142857,33.3,24.4,10.0
2007-07-16,,,,,,,0.23723906976442732,0.11835710000000002,22.9,26.29,39.52,94.24714285709999,26.29,16.391428571400002,7.72857142857,26.5333333333,7.833333333330001,20.9,300.947142857,301.085714286,296.13285714299997,303.2,298.8,296.05857142900004,296.75,294.94142857099996,303.6,291.1,31.3,40.7,22.32,75.1428571429,40.7,17.505714285699998,2.91428571429,28.5714285714,6.75714285714,33.3,24.4,21.3
2007-07-23,,,,,,,0.23723906976442732,0.1045571,11.9,27.91,11.64,84.1557142857,27.91,15.8457142857,12.357142857100001,27.35,10.1,20.7,300.495714286,300.542857143,296.872857143,302.9,298.4,297.64,299.078571429,294.345714286,308.2,290.1,33.2,85.11,40.34,80.80857142859999,85.11,18.3514285714,2.85714285714,28.5714285714,6.27142857143,33.3,25.0,69.8
2007-07-30,,,,,,,0.23723906976442732,0.2338667,55.9,70.88,25.5,82.5714285714,70.88,14.718571428599999,11.5,24.25,9.75,16.4,301.081428571,301.171428571,296.062857143,303.1,299.1,296.724285714,297.935714286,293.0,305.6,290.0,34.0,1.02,8.3,74.2642857143,1.02,17.4671428571,2.82857142857,28.6285714286,6.1428571428600005,32.8,24.4,14.5
2007-08-06,,,,,,,0.23723906976442732,0.13431429999999994,30.3,35.77,6.08,76.61857142859999,35.77,14.3371428571,12.771428571400001,26.475,12.0,17.2,301.17,301.257142857,296.91571428599997,303.0,299.0,297.82,299.342857143,292.708571429,308.2,289.7,32.7,37.75,21.41,77.7657142857,37.75,18.407142857100002,2.5714285714300003,28.6142857143,5.81428571429,31.7,24.4,6.4
2007-08-13,,,,,,,0.23723906976442732,0.1273571,76.5,36.78,9.21,80.9357142857,36.78,15.565714285699999,9.71428571429,26.9,11.0,21.3,300.987142857,301.092857143,296.922857143,303.0,299.0,298.091428571,298.94285714299997,294.07285714299996,308.0,291.8,33.1,72.44,25.69,78.64,72.44,18.411428571400002,2.52857142857,28.3857142857,5.9857142857099985,31.7,23.3,24.9
2007-08-20,,,,,,,0.23723906976442732,0.28732859999999993,22.1,9.06,12.4,79.33428571430001,9.06,15.7571428571,11.5714285714,27.125,10.825,19.9,300.911428571,301.064285714,296.801428571,302.9,298.9,298.785714286,300.671428571,294.195714286,308.1,294.3,33.3,34.47,56.82,78.4614285714,34.47,18.3057142857,2.78571428571,28.4571428571,6.74285714286,33.9,23.9,35.3
2007-08-27,,,,,,,0.23723906976442732,0.1511429,0.0,30.26,12.8,67.7571428571,30.26,14.7942857143,13.385714285699999,27.05,12.175,19.9,300.828571429,300.978571429,296.532857143,303.7,299.0,300.667142857,301.592857143,293.124285714,312.4,293.4,34.7,62.56,30.89,77.5642857143,62.56,18.0,2.7,28.3857142857,6.92857142857,33.9,23.9,20.1
2007-09-03,,,,,,,0.23723906976442732,0.2283333,37.1,76.28,56.85,92.65714285709998,76.28,17.182857142899998,7.885714285710001,26.3,7.9,20.9,301.218571429,301.242857143,296.445714286,303.3,298.9,297.098571429,298.357142857,295.682857143,304.4,293.5,34.0,30.77,19.74,75.3457142857,30.77,17.87,3.0,28.3142857143,6.58571428571,33.3,23.9,25.9
2007-09-10,,,,,,,0.23723906976442732,0.2385429,150.9,49.85,26.2,84.4128571429,49.85,16.65,12.1571428571,26.9,10.625,21.4,301.11714285700003,301.15,296.288571429,303.5,298.8,298.56,300.12142857099997,295.162857143,308.6,293.0,32.9,10.37,22.24,75.19571428569999,10.37,17.72,3.15714285714,28.8714285714,6.5142857142900015,33.9,25.0,10.4
2007-09-17,,,,,,,0.23723906976442732,0.1525714,16.3,58.22,34.27,86.7071428571,58.22,17.3671428571,12.4,27.2,10.833333333299999,21.6,301.217142857,301.30714285700003,296.56142857099996,303.1,298.9,298.508571429,300.714285714,295.83428571400003,309.2,293.3,33.0,70.39,26.14,75.97,70.39,18.0371428571,2.8142857142900004,28.3,6.28571428571,32.8,24.4,26.9
2007-09-24,,,,,,,0.23723906976442732,0.1527286,34.0,59.79,10.3,78.5642857143,59.79,16.8042857143,13.8,27.8333333333,11.7,21.1,301.052857143,301.178571429,296.51,303.5,299.0,299.698571429,301.428571429,295.3,310.6,292.7,34.1,94.37,16.15,76.4057142857,94.37,17.981428571400002,3.58571428571,28.1714285714,6.02857142857,32.2,24.4,21.3
2007-10-01,,,,,,,0.23723906976442732,0.1853,107.9,37.28,73.33,89.8442857143,37.28,17.84,9.1,28.4,12.65,21.6,301.022857143,301.028571429,296.642857143,303.5,299.1,298.281428571,299.821428571,296.287142857,310.8,294.7,35.5,74.5,17.6,77.19,74.5,18.1185714286,2.68571428571,27.985714285700002,7.24285714286,32.8,22.2,86.6
2007-10-08,,,,,,,0.23723906976442732,0.1181286,145.1,39.09,38.28,80.45,39.09,17.01,11.6,28.4,10.6,21.8,300.79,300.94285714299997,296.835714286,302.9,299.3,299.575714286,301.385714286,295.447142857,309.6,294.8,34.2,108.26,21.98,79.1785714286,108.26,18.3757142857,3.0,28.1285714286,6.914285714289999,33.3,23.9,14.5
2007-10-15,,,,,,,0.23723906976442732,0.2459429,4.1,74.52,86.4,86.7057142857,74.52,18.2657142857,9.82857142857,29.0,12.3,21.9,301.492857143,301.635714286,296.354285714,303.6,299.4,299.444285714,300.828571429,296.587142857,310.2,295.0,35.2,17.56,8.3,73.8671428571,17.56,17.845714285699998,3.18571428571,29.1,7.54285714286,33.9,24.4,10.2
2007-10-22,,,,,,,0.23723906976442732,0.1911857,79.3,106.73,67.93,94.7814285714,106.73,17.5428571429,7.75714285714,26.9,9.36666666667,20.9,301.007142857,301.092857143,295.874285714,302.8,299.0,296.971428571,298.19285714299997,295.96,305.1,291.9,32.1,16.48,15.66,73.66142857140001,16.48,17.275714285699998,2.47142857143,27.9571428571,6.44285714286,32.2,24.4,8.6
2007-10-29,,,,,,,0.23723906976442732,0.1568143,0.0,51.28,67.47,95.59285714290002,51.28,18.6728571429,9.35714285714,27.0,9.36666666667,21.6,299.458571429,299.542857143,296.02,302.1,297.7,297.83,299.664285714,296.978571429,306.3,293.7,34.0,137.55,174.64,81.5942857143,137.55,17.502857142899998,2.6,26.2,5.4,30.6,22.2,89.2
2007-11-05,,,,,,,0.23723906976442732,0.2051714,22.1,69.88,50.6,84.85,69.88,17.9785714286,9.48571428571,28.7,11.433333333299998,22.5,300.604285714,300.685714286,295.838571429,302.6,298.2,299.478571429,300.55714285700003,296.24857142900004,308.5,294.3,34.8,15.25,10.3,75.35,15.25,17.2957142857,2.2571428571400003,27.4428571429,6.85714285714,32.2,22.8,4.1
2007-11-12,,,,,,,0.23723906976442732,0.2057429,111.3,109.5,103.3,93.55428571430001,109.5,18.5485714286,8.68571428571,27.675,10.85,21.6,299.934285714,300.185714286,295.638571429,303.1,297.5,298.13428571400004,299.742857143,296.83,308.6,294.6,33.5,42.0,21.4,77.4814285714,42.0,17.0828571429,3.54285714286,26.8142857143,6.68571428571,31.1,22.8,65.7
2007-11-19,,,,,,,0.23723906976442732,0.2044857,80.0,52.27,124.2,96.2142857143,52.27,18.6128571429,5.74285714286,26.62,7.86,21.8,299.821428571,299.885714286,295.75285714299997,301.8,297.9,297.68142857099997,298.37142857099997,296.93857142900004,305.7,294.3,33.3,73.37,43.4,78.52571428569999,73.37,17.1871428571,2.51428571429,26.9,6.2,31.1,22.8,40.4
2007-11-26,,,,,,,0.23723906976442732,0.09091667,293.1,129.33,65.57,96.52285714290001,129.33,18.9242857143,6.94285714286,27.125,8.35,22.4,299.09,299.19285714299997,293.351428571,300.7,297.3,297.88,299.328571429,297.217142857,305.2,294.4,32.3,15.95,9.78,70.7271428571,15.95,14.7685714286,2.0714285714300003,25.4428571429,5.38571428571,28.9,22.2,36.4
2007-12-03,,,,,,,0.23723906976442732,0.0956,142.0,73.16,57.8,91.6542857143,73.16,18.6071428571,8.3,27.9,10.0,22.8,299.02,299.021428571,294.288571429,300.8,297.1,298.52,299.607142857,296.904285714,305.5,294.3,33.0,17.85,68.0,75.36857142859999,17.85,15.6757142857,2.1,25.842857142899998,5.4,29.4,22.8,34.5
2007-12-10,,,,,,,0.23723906976442732,0.15144000000000002,23.1,83.39,42.68,86.7557142857,83.39,17.91,9.91428571429,28.85,10.25,22.6,298.9,298.971428571,294.77428571400003,300.9,297.0,299.048571429,300.271428571,296.261428571,307.8,294.3,34.2,31.3,66.72,78.0157142857,31.3,16.13,2.48571428571,25.771428571399998,5.08571428571,28.9,22.2,30.2
2007-12-17,,,,,,,0.23723906976442732,0.1734167,261.3,146.13,89.72,96.0742857143,146.13,18.0342857143,5.68571428571,27.625,9.0,22.4,298.668571429,298.757142857,294.977142857,300.4,296.2,297.141428571,298.242857143,296.397142857,306.6,293.3,32.9,62.11,50.53,80.1785714286,62.11,16.3442857143,2.37142857143,25.0714285714,4.91428571429,28.9,21.7,108.2
2007-12-24,,,,,,,0.23723906976442732,0.2072667,28.1,53.57,62.14,93.4685714286,53.57,17.9828571429,7.42857142857,27.7,8.75,21.7,298.602857143,298.75,293.928571429,300.8,295.5,297.64,298.728571429,296.36857142900004,304.9,294.3,32.1,0.0,2.36,75.44857142859999,0.0,15.318571428599999,2.98571428571,25.0857142857,6.24285714286,28.3,21.1,16.8
2008-01-01,,,,,,,0.23723906976442732,0.2398143,28.1,19.95,21.4,78.67,19.95,16.26,10.7285714286,28.275,11.575,21.5,298.038571429,298.12142857099997,293.51428571400004,299.9,296.6,299.277142857,300.535714286,294.668571429,308.2,294.1,36.0,0.0,27.99,76.1485714286,0.0,14.911428571400002,1.84285714286,25.4,5.3,29.4,22.2,55.5
2008-01-08,,,,,,,0.23723906976442732,0.3304857,104.4,71.84,62.61,95.28,71.84,16.6814285714,5.1,25.8,6.3,22.6,298.142857143,298.228571429,293.595714286,300.0,296.3,296.095714286,296.535714286,295.2,302.1,293.3,31.4,37.24,37.66,76.13142857140001,37.24,14.98,2.05714285714,24.971428571399997,5.014285714290001,28.3,21.1,64.8
2008-01-15,,,,,,,0.23723906976442732,0.125,125.3,95.97,63.92,94.9685714286,95.97,18.8657142857,8.58571428571,27.4333333333,9.46666666667,21.8,297.627142857,297.87142857099997,293.02,300.1,295.3,298.034285714,299.478571429,297.09,305.5,292.4,33.8,0.0,4.1,75.6428571429,0.0,14.488571428599998,3.0,24.4285714286,5.62857142857,27.8,20.6,2.5
2008-01-22,,,,,,,0.23723906976442732,0.1126143,46.3,102.59,93.43,95.1257142857,102.59,17.84,5.97142857143,42.79765608840809,44.40677648617226,21.9,297.968571429,298.12857142900003,293.635714286,299.5,296.4,297.207142857,298.342857143,296.25,304.8,294.8,31.3,81.22,27.16,77.1671428571,81.22,15.065714285699999,2.0,24.528571428600006,4.58571428571,27.8,21.1,83.1
