,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_sw,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,iq_ndvi_ne,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_station_max_temp_c,iq_station_precip_mm,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_min_temp_c
1998-08-13,0.05346667,0.0935,0.1739,0.28221430000000003,,,0.1854333,300.668571429,300.62142857099997,297.457142857,303.1,298.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,38.44,55.9,82.8,38.44,19.0157142857,2.27142857143,29.0714285714,6.34285714286,32.8,24.4,3.8,13483966.455088576,23476622.55906636,4147490.508308983,13483966.455088576,1120706.226018821,-2341919.522571427,306263.78661395167,200906.35109697096,2385250.135341501
1998-08-20,0.1072,0.0567,0.17203329999999994,0.28221430000000003,,,0.1809667,300.36714285700003,300.35,297.467142857,303.0,298.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,24.34,63.2,84.2028571429,24.34,19.01,1.72857142857,29.214285714299997,6.41428571429,32.8,25.0,20.4,13078611.667341724,22775087.128795143,4023473.432305155,13078611.667341724,1087183.0933339696,-2272070.1963424026,297073.2654026686,194852.61018605158,2313887.3894735323
1998-08-27,0.0307,0.07575,0.1902571,0.1824143,,,0.1548167,300.468571429,300.578571429,297.401428571,303.1,298.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,96.58,98.3,83.45,96.58,19.0271428571,2.67142857143,28.0428571429,6.82857142857,33.9,23.3,146.4,12681462.487247325,22087667.76557975,3901953.483388344,12681462.487247325,1054335.2062407117,-2203623.6516078184,288068.4749783734,188921.70478748484,2243962.3645295207
1998-09-03,0.0388,0.05403333,0.1456429,0.2761,,,0.1585429,300.687142857,300.707142857,297.328571429,303.4,298.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,47.74,52.5,82.1928571429,47.74,18.9085714286,2.9,28.7571428571,7.12857142857,33.9,22.8,27.4,12292435.017590899,21414221.009028625,3782905.265977738,12292435.017590899,1022155.6949728591,-2136565.659776886,279247.51953364385,183112.3760491609,2175460.4305000696
1998-09-10,0.07465,0.05796667,0.122,0.1824143,,,0.1518857,300.147142857,300.2,297.16,302.0,298.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,72.73,73.6,84.0028571429,72.73,18.724285714300002,2.02857142857,28.3285714286,6.84285714286,32.2,24.4,61.3,11911445.361157952,20754603.39875021,3666303.3844924993,11911445.361157952,990637.6897642143,-2070881.9922588198,270608.50326105114,177423.36511896667,2108366.957375775
1998-09-17,0.1063,0.0401,0.14148,,,,0.1554833,300.587142857,300.607142857,297.275714286,303.0,298.8,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,35.03,33.83,82.3328571429,35.03,18.8471428571,2.18571428571,28.728571428600002,6.985714285710001,34.4,24.4,39.7,11538409.620733999,20108671.474352945,3552122.443351805,11538409.620733999,959774.3208485855,-2006558.4204628323,262149.5303531722,171853.41314479127,2042667.3151472383
1998-09-24,0.05085,0.04685,0.2066857,0.1907571,,,0.2315857,300.13,300.185714286,297.06,302.1,298.8,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,82.87,55.8,83.3314285714,82.87,18.5814285714,1.85714285714,27.771428571399998,6.22857142857,32.2,24.4,123.6,11173243.899104549,19476281.775445286,3440337.046974824,11173243.899104549,929558.7184597793,-1943580.7157981377,253868.70500257984,166401.26127452118,1978346.8738050568
1998-10-01,-0.0022,0.0382,0.16831429999999994,0.2284143,,,0.16188570000000002,300.597142857,300.757142857,296.538571429,302.9,298.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,223.61,124.4,78.7828571429,223.61,18.0614285714,2.8,27.9142857143,6.28571428571,32.8,23.9,24.7,10815864.299055116,18857290.84163566,3330921.799780732,10815864.299055116,899984.0128316006,-1881934.6496739495,245764.13140184875,161065.65065604466,1915391.003339831
1998-10-08,0.0535,-0.019,0.1492,,,,0.1630571,300.712857143,300.742857143,296.921428571,302.9,298.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,33.26,28.3,79.9985714286,33.26,18.4185714286,2.34285714286,28.2571428571,5.5,31.7,24.4,25.0,10466186.923371218,18251555.212532524,3223851.306188704,10466186.923371218,871043.334197858,-1821605.9934994825,237833.9137435524,155845.32243724936,1853785.0737421594
1998-10-15,0.0672,0.08155,0.13868570000000002,,,,0.1864143,300.79571428599996,300.857142857,296.612857143,302.9,299.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,25.94,18.5,78.0985714286,25.94,18.0914285714,2.68571428571,27.7571428571,6.31428571429,31.7,23.3,15.5,10124127.874838363,17658931.427744314,3119100.170617904,10124127.874838363,842729.812792356,-1762580.518683948,230076.15622026613,150739.01776602375,1793514.455002642
1998-10-22,0.0213,0.085,0.1962,0.3210571,,,0.1969667,300.24714285700003,300.23571428599996,296.9,301.9,298.8,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,32.09,36.5,82.0385714286,32.09,18.41,2.12857142857,28.157142857100002,6.92857142857,33.9,23.9,26.7,9789603.256242065,17079276.02687948,3016642.997487514,9789603.256242065,815036.5788489017,-1704843.9966365611,222488.9630245621,145745.47779025492,1734564.517111878
1998-10-29,-0.0359,-0.0726,0.09242857,0.2284143,,,0.1117286,299.848571429,299.98571428599996,296.86714285700003,302.1,297.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,182.46,92.4,83.8657142857,182.46,18.3757142857,2.08571428571,27.714285714299997,6.12857142857,32.8,23.3,54.6,9462529.170367839,16512445.549546458,2916454.391216703,9462529.170367839,787956.7626013018,-1648382.1987665347,215070.43834901787,140863.443657832,1676920.630060467
1998-11-05,0.14065,-0.00225,0.1698,,,,0.2212286,299.652857143,299.69285714299997,296.94285714299997,301.7,298.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,121.65,89.5,85.12,121.65,18.4842857143,1.78571428571,27.4285714286,6.45714285714,31.1,23.3,81.5,9142821.720001193,15958296.535353696,2818508.956224642,9142821.720001193,761483.4942833621,-1593180.8964830828,207818.68638620514,136091.65651664152,1620568.163839006
1998-11-12,0.003866667,-0.05725,0.09834286,0.03586,,,0.1859167,300.00285714299997,300.05,296.42,302.4,297.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,18.07,36.1,80.91428571430001,18.07,17.8685714286,2.0714285714300003,27.785714285700003,6.67142857143,32.8,23.3,8.7,8830397.007927645,15416685.523909638,2722781.2969305087,8830397.007927645,735609.9041288905,-1539225.8611954185,200731.81132869935,131428.85751457204,1565492.488438097
1998-11-19,-0.0022,,0.2166143,,,,0.2537429,298.67571428599996,298.657142857,296.182857143,300.3,297.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,110.03,143.4,86.2142857143,110.03,17.6271428571,1.48571428571,26.728571428600002,6.21428571429,30.6,23.3,71.3,8525171.136932703,14887469.054822726,2629246.0177534693,8525171.136932703,710329.1223716913,-1486502.8643127556,193807.91736907396,126873.78779951137,1511678.9738483373
1998-11-26,0.0501,0.06575,0.1467571,0.3210571,,,0.1662429,299.232857143,299.321428571,295.492857143,301.4,297.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,57.1,80.02142857140001,0.0,16.8671428571,2.01428571429,26.5571428571,5.68571428571,30.0,22.8,29.8,8227060.2098018825,14370503.667701405,2537877.7231127024,8227060.2098018825,685634.2792455729,-1434997.6772443075,187045.108699903,122425.18851934731,1459112.990060328
1998-12-03,0.05675,0.06565,0.05278571,0.1824143,,,0.06918571,298.301428571,298.257142857,295.172857143,300.4,296.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,22.35,115.77,83.0242857143,22.35,16.5871428571,1.88571428571,25.6428571429,5.94285714286,29.4,22.2,48.2,7935980.329320695,13865645.90215412,2448651.0174273727,7935980.329320695,661518.5049843398,-1384696.0713992887,180441.48951376101,118081.80082196707,1407779.9070646663
1998-12-10,0.0619,0.002633333,0.17301429999999998,0.2284143,,,0.2133,298.094285714,298.15,295.54,299.8,297.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,152.94,158.72,85.9114285714,152.94,16.9657142857,1.35714285714,25.8142857143,5.014285714290001,28.9,22.8,97.6,7651847.598274657,13372752.297789313,2361540.5051166634,7651847.598274657,637974.9298218006,-1335583.8181869113,173995.1640032226,113842.36585526002,1357665.0948519527
1998-12-17,-0.08216667,-0.091675,0.17005710000000002,0.3210571,,,0.2399,299.042857143,299.1,295.032857143,300.9,297.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,16.76,10.2,78.6685714286,16.76,16.4085714286,1.97142857143,26.0714285714,5.54285714286,31.1,22.8,18.9,7374578.119449277,12891679.39421543,2276520.7905997448,7374578.119449277,614996.6839917604,-1287646.6890163892,167704.23636086285,109705.62476711298,1308753.9234127877
1998-12-24,0.06056667,-0.13095,0.0981875,0.3210571,,,0.15715,299.282857143,299.435714286,295.215714286,301.4,298.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,12.8,78.4185714286,0.0,16.564285714300002,2.12857142857,25.9285714286,6.04285714286,30.0,22.2,29.7,7104087.995630068,12422283.731040906,2193566.4782957803,7104087.995630068,592576.8977280253,-1240870.455296937,161566.81077925296,105670.31870541346,1261031.7627377666
1999-01-01,0.1235,,,,,,0.1786492852848485,299.11105523355127,299.22289464713486,295.1101091033031,301.3483293556086,297.26825775656323,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,48.85051735262421,28.08042988185383,81.38617999132045,48.85051735262421,16.879759792935616,2.5421260876045944,25.821527859552777,5.822804284576597,29.294623787730483,22.750356417967968,30.922221247278554,6803150.053330038,11899946.17544626,2101258.036461167,6803150.053330038,567629.3003674982,-1188815.1546890002,154738.1398820459,101181.13164999895,1207929.3147266812
1999-01-08,0.0235,-0.0876,0.16341670000000005,,,,0.1887,298.7,298.814285714,295.097142857,300.7,297.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,45.39,17.72,80.5971428571,45.39,16.4528571429,2.42857142857,25.5714285714,5.47142857143,28.9,22.2,16.2,6546904.607781395,11455090.089360036,2022644.0703107626,6546904.607781395,546383.0802882563,-1144478.641477354,148923.26344643044,97358.9473674536,1162705.7699431765
1999-01-15,-0.1399,-0.03763333,0.1448429,0.1824143,,,0.1813833,298.482857143,298.55,294.12,300.1,297.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,12.6,76.9542857143,0.0,15.4928571429,1.67142857143,25.0714285714,5.72857142857,28.3,20.0,20.6,6297174.84027911,11021460.368156858,1946015.69169072,6297174.84027911,525673.7290815691,-1101258.3052885907,143255.93081965734,93634.24171900423,1118625.2558942728
1999-01-22,-0.0698,-0.03795,0.11584289999999997,0.1824143,,,0.1808,297.861428571,297.971428571,294.408571429,300.0,296.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,47.16,20.62,81.31,47.16,15.7685714286,2.2,24.985714285700002,6.885714285710001,30.0,21.1,27.2,6053876.853608691,10598913.55144517,1871347.5050202133,6053876.853608691,505494.37698124256,-1059139.9175319248,137734.24619430088,90005.75585253813,1075673.14257057
1999-01-29,0.0535,-0.10875,0.14061429999999994,0.28221430000000003,,,0.1818429,297.44285714299997,297.571428571,293.701428571,299.1,295.8,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,40.75,79.6714285714,0.0,15.0728571429,1.77142857143,24.8857142857,6.41428571429,28.3,21.1,8.6,5816926.750555655,10187306.178833414,1798614.1147184107,5816926.750555655,485838.15422108345,-1018109.2496165687,132356.3137629357,86472.23091594336,1033834.7999626675
1999-02-05,0.1063,0.05145,0.17392860000000002,,,,0.2175,296.772857143,296.757142857,290.955714286,299.3,294.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,14.9,70.19857142859999,0.0,12.7414285714,2.0,24.1714285714,5.6428571428600005,27.8,19.4,18.0,5586240.633905514,9786494.789930033,1727790.1252044882,5586240.633905514,466698.1910348983,-978152.0729517366,127120.237718135,83032.40805710817,993095.5980611632
1999-02-12,0.0669,0.08616667,0.2092,,,,0.2283286,296.668571429,296.785714286,290.552857143,298.9,295.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,4.7,68.6414285714,0.0,12.3657142857,1.9142857142900005,23.4,7.385714285710001,27.8,17.8,2.9,5361734.606443777,9396335.924343472,1658850.1408976149,5361734.606443777,448067.6176564928,-939254.1589466424,122024.12225247297,79685.02842391972,953440.906856657
1999-02-19,0.0263,0.0364,0.1876,0.2893,,,0.1718571,297.218571429,297.44285714299997,292.73,299.4,295.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,18.66,18.64,76.2457142857,18.66,14.225714285699999,2.5714285714300003,24.3285714286,7.514285714289999,29.4,19.4,24.8,5143324.77095596,9016686.121682175,1591768.7662169663,5143324.77095596,429939.56431967375,-901401.279010499,117066.07155852474,76428.83316426605,914856.096339748
1999-02-26,0.12905,0.086,0.1325,0.2284143,,,0.1234714,295.93857142900004,296.114285714,290.63428571400004,299.7,293.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,23.9,8.7,72.2514285714,23.9,12.4928571429,2.7142857142900003,24.0428571429,6.9,28.9,18.9,0.0,4930927.230227578,8647401.921554588,1526520.6055817183,4930927.230227578,412307.1612582485,-864579.2045525201,112244.18982886476,73262.56342603586,877326.5365010372
1999-03-05,-0.0509,0.03793333,0.16146670000000002,0.28221430000000003,,,0.1977167,297.542857143,297.678571429,293.31142857099996,299.7,295.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,8.3,77.4271428571,0.0,14.73,2.78571428571,25.0,7.42857142857,29.4,20.6,40.1,4724458.08704414,8288339.863569148,1463080.2634110362,4724458.08704414,395163.5387060223,-828773.7069819191,107556.5812560661,70184.96035711613,840837.597331121
1999-03-12,-0.071225,0.043425,0.2284286,0.28221430000000003,,,0.1611167,297.88285714299997,298.071428571,292.421428571,299.7,296.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,0.4,71.69142857140001,0.0,13.9357142857,2.48571428571,24.9571428571,7.514285714289999,29.4,20.6,0.0,4523833.4441911625,7939356.487334306,1401422.3441241004,4523833.4441911625,378501.82689680246,-793970.5577079103,103001.35003270413,67194.7651053951,805374.6488206008
1999-03-19,-0.10475,0.0402,0.2754429,0.13225710000000002,,,0.2573714,297.542857143,297.8,292.76428571400004,300.0,295.8,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,5.5,5.5,74.80428571430001,5.5,14.2442857143,3.0,24.8857142857,7.34285714286,31.1,20.6,8.4,4328969.404454151,7600308.3324585,1341521.4521400766,4328969.404454151,362315.15606439416,-760155.5281397068,98576.60035135155,64290.71881876011,770923.0609600741
1999-03-26,0.135,0.03233333,0.1830571,0.3210571,,,0.1988,298.222857143,298.45,293.23,300.5,296.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,5.24,3.1,73.94,5.24,14.671428571400002,2.84285714286,25.6714285714,7.67142857143,30.6,21.1,0.0,4139782.070618626,7271051.938550178,1283352.1918781423,4139782.070618626,346596.6564426053,-727314.3896865216,94280.43640458432,61471.56264509984,737468.2037401423
1999-04-02,0.0541,-0.0981,0.13705710000000002,0.3210571,,,0.1572667,298.30857142900004,298.414285714,294.377142857,300.4,296.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,15.91,8.9,78.91,15.91,15.7328571429,2.3142857142900004,25.7428571429,6.9,30.6,21.7,7.9,3956187.545470096,6951443.845217778,1226889.167757466,3956187.545470096,331339.4582652409,-695432.9137575696,90110.96238497493,58736.037732301294,704995.4471514024
1999-04-09,-0.287,0.00075,0.2108429,,,,0.2009429,297.97571428599997,298.092857143,293.272857143,300.1,295.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,18.76,16.2,75.3885714286,18.76,14.7457142857,2.58571428571,25.6142857143,6.02857142857,29.4,21.1,30.8,3778101.931794078,6641340.592069751,1172106.9841972264,3778101.931794078,316536.6917661089,-664496.8717620629,86066.2824850991,56082.8852282532,673490.1611844553
1999-04-16,0.0341,0.0351,0.09751429,0.3210571,,,0.1027857,297.481428571,297.642857143,292.405714286,301.0,295.2,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,75.59,12.76,73.6414285714,75.59,13.9742857143,3.6,25.3857142857,6.67142857143,30.0,21.1,19.8,3605441.332376079,6340598.718714535,1118980.2456165901,3605441.332376079,302181.48717901413,-634492.0351092162,82144.50089753032,53510.84628084283,642937.7158298995
1999-04-23,0.0869,0.03965,0.1153857,0.3210571,,,0.19078570000000006,299.254285714,299.457142857,294.52428571400003,301.4,296.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,2.0,75.39,0.0,15.8685714286,3.2,26.9142857143,7.485714285710001,32.2,22.8,9.2,3438121.850001617,6049074.764760575,1067483.5564347347,3438121.850001617,288266.97473776445,-605404.1752082421,78343.72181484342,51018.662037958304,613323.4810783349
1999-04-30,0.07295,0.02765,0.1375,0.14542860000000002,,,0.1945833,299.035714286,299.15,294.201428571,301.0,297.2,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,10.2,5.35,74.7985714286,10.2,15.5614285714,2.72857142857,26.6857142857,7.385714285710001,31.7,22.2,4.1,3276059.587456203,5766625.269816317,1017591.5210708296,3276059.587456203,274786.28467616555,-577219.0634683549,74662.04942961206,48605.07364748753,584632.8269203596
1999-05-07,0.064,0.04806667,0.1899429,0.28221430000000003,,,0.1721429,299.43142857099997,299.5,295.41571428599997,301.8,298.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,88.2,13.3,78.6828571429,88.2,16.7957142857,2.08571428571,28.228571428600002,9.21428571429,33.9,22.2,0.5,3119170.647525349,5493106.773490203,969278.7439440498,3119170.647525349,261732.54722802422,-549922.4712987678,71097.58793441093,46268.82225731829,556851.123346574
1999-05-14,0.0672,0.0578,0.08112,,,,0.0804,299.098571429,299.12142857099997,294.57285714299996,301.0,297.2,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,46.5,14.28,76.30857142859999,46.5,15.9671428571,2.58571428571,26.9571428571,7.62857142857,32.8,21.7,73.1,2967371.132994569,5228375.815390675,922519.8294735665,2967371.132994569,249098.89262714642,-523500.1701086947,67648.44152181386,44008.649015338335,529963.7403475769
1999-05-21,0.11045,0.09066667,0.1691571,,,,0.1944714,299.775714286,299.935714286,295.268571429,302.6,297.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,33.82,22.1,76.5985714286,33.82,16.6514285714,3.18571428571,27.8285714286,7.32857142857,33.3,23.3,14.3,2820577.1466493746,4972288.93512618,877289.382078553,2820577.1466493746,236878.45110733894,-497937.9313073489,64312.714384395105,41823.295069435655,503956.04791396763
1999-05-28,0.0812,0.0738,0.1713286,,,,0.1826429,300.052857143,300.164285714,296.214285714,302.4,298.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,15.26,18.64,79.7171428571,15.26,17.6385714286,2.2142857142900003,28.3857142857,6.74285714286,33.3,24.4,8.2,2678704.7912752796,4724702.672305159,833562.0061781813,2678704.7912752796,225064.35290240796,-473221.52630394395,61088.51071472879,39711.50156749808,478813.41603634524
1999-06-04,0.04023333,-0.0127,0.09056667,0.3210571,,,0.1208833,300.587142857,300.671428571,296.23571428599996,302.7,298.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,2.16,6.6,77.3714285714,2.16,17.6442857143,3.25714285714,28.4142857143,6.57142857143,33.3,23.9,5.9,2541670.1696577966,4485473.566536057,791312.3061916255,2541670.1696577966,213649.72824616014,-449336.7265076933,57973.93470538975,37672.009657413684,454521.2147053091
1999-06-11,0.0499,0.0499,0.08013333,0.3210571,,,0.07223333,300.025714286,299.978571429,296.43,302.0,298.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,100.35,24.8,80.7542857143,100.35,17.8542857143,2.5,27.9142857143,7.55714285714,33.9,22.8,56.8,2409389.384582437,4254458.157427316,750514.8865380551,2409389.384582437,202627.7073724016,-426269.3033278109,54967.09054895118,35703.56048706977,431064.8139114581
1999-06-18,0.13025,0.06756667,0.09545,,,,0.1184833,300.351428571,300.37857142900003,296.54,302.3,298.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,115.14,30.1,79.75,115.14,17.9828571429,2.38571428571,27.7,6.84285714286,31.7,23.9,17.6,2281778.5388347167,4031512.9845873816,711144.3516366476,2281778.5388347167,191991.4205149393,-404005.02817350975,52066.08243798846,33804.895204354856,408429.5836453924
1999-06-25,0.11045,0.01375,0.13685,,,,0.0755,299.36714285700003,299.314285714,296.41571428599997,301.6,297.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,96.93,81.61,83.9614285714,96.93,17.8442857143,1.94285714286,27.214285714299997,5.88571428571,31.1,22.8,60.6,2158753.7352001467,3816494.587624698,673175.3059065732,2158753.7352001467,181733.9979075794,-382529.672454004,49269.01456507531,31974.754957156445,386600.89389771066
1999-07-02,0.1123,0.063,0.1307143,,,,0.1645714,300.148571429,300.257142857,296.622857143,302.4,298.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,17.32,25.74,81.25,17.32,18.051428571400002,2.34285714286,28.4428571429,5.32857142857,31.7,25.0,5.4,2040231.076464239,3609259.5061477064,636582.3537670034,2040231.076464239,171848.56978412793,-361829.0075785069,46573.991122785636,30211.880893362555,365564.114659012
1999-07-09,0.09746667,0.08616667,0.1788857,0.3210571,,,0.1838571,299.504285714,299.535714286,295.92,301.4,297.8,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,73.3,55.1,80.7985714286,73.3,17.2957142857,2.3571428571400004,27.4,5.72857142857,31.1,22.8,36.6,1926126.6654125082,3409664.2797648525,601340.0996371136,1926126.6654125082,162328.26637839223,-341888.80495623185,43979.11630369458,28515.014160861123,345304.6159198962
1999-07-16,0.0545,0.067425,0.09766,0.3210571,,,0.1345667,299.79,299.835714286,296.39428571400003,302.4,297.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,29.53,58.2,81.8471428571,29.53,17.8042857143,2.5,27.271428571399998,6.67142857143,32.8,23.3,17.5,1816356.6048304662,3217565.4480845784,567423.1479360757,1816356.6048304662,153166.217924178,-322694.83599639265,41482.494300375576,26882.895907539838,325807.767670962
1999-07-23,0.1169,0.0494,0.1935286,0.1082429,,,0.2071143,299.85,299.857142857,296.861428571,301.9,298.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,96.36,66.52,83.9185714286,96.36,18.3228571429,2.0,26.7,5.47142857143,31.1,21.7,56.2,1710836.9975036245,3032819.5507153287,534806.103083059,1710836.9975036245,144355.55465529155,-304232.8721082032,39082.22930540258,25314.26728128636,307058.93990280863
1999-07-30,0.0101,0.08900000000000001,0.17835710000000002,0.3210571,,,0.2987143,300.064285714,300.15,296.474285714,302.6,298.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,8.53,32.44,80.9685714286,8.53,17.9028571429,2.47142857143,28.1,6.52857142857,32.8,23.9,19.9,1609483.9462174985,2855283.127265547,503463.56949724257,1609483.9462174985,135889.40680554014,-286488.68470087624,36776.42551135097,23807.869429989136,289043.5026060359
1999-08-06,-0.07305,0.020225,0.16924289999999995,0.28221430000000003,,,0.1632429,300.49857142900004,300.48571428599996,297.047142857,302.8,298.8,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,22.01,29.35,81.6728571429,22.01,18.5571428571,2.42857142857,28.3714285714,6.27142857143,32.8,22.8,18.8,1512213.5537575989,2684812.7173436764,473370.15159779316,1512213.5537575989,127760.90460872922,-269448.045183626,34563.18711079366,22362.443501535425,271746.8257712423
1999-08-13,0.19015,0.11395,0.1689143,,,,0.2125714,299.97,300.007142857,296.742857143,302.6,298.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,44.23,61.7,82.6457142857,44.23,18.2128571429,1.84285714286,28.0857142857,6.35714285714,31.7,23.9,26.7,1418941.92290944,2521264.8605581615,444500.45380388724,1418941.92290944,119963.17829866604,-253096.72496566572,32440.61829630594,20976.730643813607,255154.2793890279
1999-08-20,0.01015,0.0687,0.1710857,0.3210571,,,0.1973,300.327142857,300.285714286,296.857142857,302.4,298.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,31.78,46.2,81.3871428571,31.78,18.3328571429,2.02857142857,28.3714285714,6.35714285714,31.7,25.0,10.0,1329585.1564585336,2364496.096517445,416829.08053469536,1329585.1564585336,112489.35810915647,-237420.49545620912,30406.82326046146,19649.47200471122,239251.2334499914
1999-08-27,-0.01465,0.03655,0.1532571,0.13501670000000002,,,0.1689,300.227142857,300.285714286,296.86,302.8,298.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,133.65,61.8,81.9985714286,133.65,18.36,2.14285714286,27.8571428571,6.84285714286,33.9,23.9,78.5,1244059.3571903934,2214362.9648299715,390330.6362093923,1244059.3571903934,105332.57427400726,-222405.1280644696,28459.90619583479,18379.408732116346,224023.05794473234
1999-09-03,0.17185,-0.0331,0.1876,,,,0.2106571,300.458571429,300.435714286,296.895714286,302.7,299.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,30.98,25.74,81.0028571429,30.98,18.41,1.98571428571,28.1857142857,7.02857142857,32.8,23.9,69.7,1162280.6278905314,2070722.0051041837,364979.7252471485,1162280.6278905314,98485.95702702465,-208036.39419966098,26597.971294999807,17165.28197391659,209455.1228638496
